Complexity metrics,Sun, 23 Jun 2019 13:42:38 EDT
Method,ev(G),iv(G),LOC,V,v(G)
"org.jfree.chart.plot.ThermometerPlot.zoomRangeAxes(double,double,PlotRenderingInfo,Point2D)",1,1,13,26,1
"org.jfree.chart.plot.ThermometerPlotTest.testCloning()",1,1,11,71,1
"org.jfree.chart.plot.ThermometerPlotTest.testEquals()",1,1,89,"1,675",1
"org.jfree.chart.plot.ThermometerPlotTest.testSerialization()",1,1,9,26,1
"org.jfree.chart.plot.ThermometerPlotTest.testSerialization2()",1,1,11,76,1
"org.jfree.chart.plot.ValueMarker.ValueMarker(double)",1,1,9,19,1
"org.jfree.chart.plot.ValueMarker.ValueMarker(double,Paint,Stroke)",1,1,10,30,1
"org.jfree.chart.plot.ValueMarker.ValueMarker(double,Paint,Stroke,Paint,Stroke,float)",1,1,15,48,1
"org.jfree.chart.plot.ValueMarker.equals(Object)",5,1,32,130,5
"org.jfree.chart.plot.ValueMarker.getValue()",1,1,10,13,1
"org.jfree.chart.plot.ValueMarker.setValue(double)",1,1,14,26,1
"org.jfree.chart.plot.ValueMarkerTest.markerChanged(MarkerChangeEvent)",1,1,9,11,1
"org.jfree.chart.plot.ValueMarkerTest.test1802195()",1,2,15,66,2
"org.jfree.chart.plot.ValueMarkerTest.test1808376()",1,1,16,171,1
"org.jfree.chart.plot.ValueMarkerTest.testCloning()",1,1,11,77,1
"org.jfree.chart.plot.ValueMarkerTest.testEquals()",1,1,70,"1,361",1
"org.jfree.chart.plot.ValueMarkerTest.testGetSetValue()",1,1,13,112,1
"org.jfree.chart.plot.ValueMarkerTest.testSerialization()",1,1,9,26,1
"org.jfree.chart.plot.WaferMapPlot.WaferMapPlot()",1,1,6,8,1
"org.jfree.chart.plot.WaferMapPlot.WaferMapPlot(WaferMapDataset)",1,1,8,11,1
"org.jfree.chart.plot.WaferMapPlot.WaferMapPlot(WaferMapDataset,WaferMapRenderer)",1,3,19,116,3
"org.jfree.chart.plot.WaferMapPlot.draw(Graphics2D,Rectangle2D,Point2D,PlotState,PlotRenderingInfo)",2,2,29,155,4
"org.jfree.chart.plot.WaferMapPlot.drawChipGrid(Graphics2D,Rectangle2D)",1,8,70,"1,315",8
"org.jfree.chart.plot.WaferMapPlot.drawWaferEdge(Graphics2D,Rectangle2D)",1,2,42,488,2
"org.jfree.chart.plot.WaferMapPlot.getDataset()",1,1,8,8,1
"org.jfree.chart.plot.WaferMapPlot.getLegendItems()",1,1,9,11,1
"org.jfree.chart.plot.WaferMapPlot.getPlotType()",1,1,9,4,1
"org.jfree.chart.plot.WaferMapPlot.getWaferEdge(Rectangle2D)",1,4,36,329,4
"org.jfree.chart.plot.WaferMapPlot.rendererChanged(RendererChangeEvent)",1,1,9,4,1
"org.jfree.chart.plot.WaferMapPlot.setDataset(WaferMapDataset)",1,3,21,106,3
"org.jfree.chart.plot.WaferMapPlot.setRenderer(WaferMapRenderer)",1,3,17,76,3
"org.jfree.chart.plot.XYCrosshairState.XYCrosshairState()",1,1,5,0,1
"org.jfree.chart.plot.XYPlot.XYPlot()",1,1,7,14,1
"org.jfree.chart.plot.XYPlot.XYPlot(XYDataset,ValueAxis,ValueAxis,XYItemRenderer)",1,5,84,"1,321",5
"org.jfree.chart.plot.XYPlot.addAnnotation(XYAnnotation)",1,1,12,11,1
"org.jfree.chart.plot.XYPlot.addAnnotation(XYAnnotation,boolean)",1,2,17,59,2
"org.jfree.chart.plot.XYPlot.addDomainMarker(Marker)",1,1,16,11,1
"org.jfree.chart.plot.XYPlot.addDomainMarker(Marker,Layer)",1,1,15,19,1
"org.jfree.chart.plot.XYPlot.addDomainMarker(int,Marker,Layer)",1,1,18,30,1
"org.jfree.chart.plot.XYPlot.addDomainMarker(int,Marker,Layer,boolean)",1,6,43,318,6
"org.jfree.chart.plot.XYPlot.addRangeMarker(Marker)",1,1,14,11,1
"org.jfree.chart.plot.XYPlot.addRangeMarker(Marker,Layer)",1,1,15,19,1
"org.jfree.chart.plot.XYPlot.addRangeMarker(int,Marker,Layer)",1,1,17,30,1
"org.jfree.chart.plot.XYPlot.addRangeMarker(int,Marker,Layer,boolean)",1,6,40,279,6
"org.jfree.chart.plot.XYPlot.annotationChanged(AnnotationChangeEvent)",1,2,18,51,2
"org.jfree.chart.plot.XYPlot.calculateAxisSpace(Graphics2D,Rectangle2D)",1,1,16,62,1
"org.jfree.chart.plot.XYPlot.calculateDomainAxisSpace(Graphics2D,Rectangle2D,AxisSpace)",1,6,41,348,7
"org.jfree.chart.plot.XYPlot.calculateRangeAxisSpace(Graphics2D,Rectangle2D,AxisSpace)",1,6,41,348,7
"org.jfree.chart.plot.XYPlot.checkAxisIndices(List<Integer>)",5,2,26,129,5
"org.jfree.chart.plot.XYPlot.clearAnnotations()",1,2,13,38,2
"org.jfree.chart.plot.XYPlot.clearDomainAxes()",1,3,15,62,3
"org.jfree.chart.plot.XYPlot.clearDomainMarkers()",1,5,23,136,5
"org.jfree.chart.plot.XYPlot.clearDomainMarkers(int)",1,7,36,261,7
"org.jfree.chart.plot.XYPlot.clearRangeAxes()",1,3,15,62,3
"org.jfree.chart.plot.XYPlot.clearRangeMarkers()",1,5,23,128,5
"org.jfree.chart.plot.XYPlot.clearRangeMarkers(int)",1,7,34,253,7
"org.jfree.chart.plot.XYPlot.clone()",1,12,73,"1,016",12
"org.jfree.chart.plot.XYPlot.configureDomainAxes()",1,3,10,41,3
"org.jfree.chart.plot.XYPlot.configureRangeAxes()",1,3,12,41,3
"org.jfree.chart.plot.XYPlot.datasetChanged(DatasetChangeEvent)",1,2,20,77,2
"org.jfree.chart.plot.XYPlot.draw(Graphics2D,Rectangle2D,Point2D,PlotState,PlotRenderingInfo)",3,36,233,"4,149",44
"org.jfree.chart.plot.XYPlot.drawAnnotations(Graphics2D,Rectangle2D,PlotRenderingInfo)",1,2,17,89,2
"org.jfree.chart.plot.XYPlot.drawAxes(Graphics2D,Rectangle2D,Rectangle2D,PlotRenderingInfo)",1,9,75,979,9
"org.jfree.chart.plot.XYPlot.drawBackground(Graphics2D,Rectangle2D)",1,1,12,41,1
"org.jfree.chart.plot.XYPlot.drawDomainCrosshair(Graphics2D,Rectangle2D,PlotOrientation,double,ValueAxis,Stroke,Paint)",2,2,39,328,3
"org.jfree.chart.plot.XYPlot.drawDomainGridlines(Graphics2D,Rectangle2D,List)",2,9,44,351,11
"org.jfree.chart.plot.XYPlot.drawDomainMarkers(Graphics2D,Rectangle2D,int,Layer)",3,3,30,204,6
"org.jfree.chart.plot.XYPlot.drawDomainTickBands(Graphics2D,Rectangle2D,List)",1,5,34,255,5
"org.jfree.chart.plot.XYPlot.drawHorizontalLine(Graphics2D,Rectangle2D,double,Stroke,Paint)",1,3,26,175,3
"org.jfree.chart.plot.XYPlot.drawQuadrants(Graphics2D,Rectangle2D)",3,16,108,"2,132",23
"org.jfree.chart.plot.XYPlot.drawRangeCrosshair(Graphics2D,Rectangle2D,PlotOrientation,double,ValueAxis,Stroke,Paint)",2,2,38,328,3
"org.jfree.chart.plot.XYPlot.drawRangeGridlines(Graphics2D,Rectangle2D,List)",2,12,47,406,13
"org.jfree.chart.plot.XYPlot.drawRangeMarkers(Graphics2D,Rectangle2D,int,Layer)",3,3,30,204,6
"org.jfree.chart.plot.XYPlot.drawRangeTickBands(Graphics2D,Rectangle2D,List)",1,5,34,255,5
"org.jfree.chart.plot.XYPlot.drawVerticalLine(Graphics2D,Rectangle2D,double,Stroke,Paint)",1,3,25,175,3
"org.jfree.chart.plot.XYPlot.drawZeroDomainBaseline(Graphics2D,Rectangle2D)",1,3,17,81,3
"org.jfree.chart.plot.XYPlot.drawZeroRangeBaseline(Graphics2D,Rectangle2D)",1,2,14,60,2
"org.jfree.chart.plot.XYPlot.equals(Object)",57,2,214,"3,421",57
"org.jfree.chart.plot.XYPlot.findDomainAxisIndex(ValueAxis)",3,3,8,66,3
"org.jfree.chart.plot.XYPlot.findRangeAxisIndex(ValueAxis)",3,3,8,66,3
"org.jfree.chart.plot.XYPlot.getAnnotations()",1,1,12,11,1
"org.jfree.chart.plot.XYPlot.getAxisOffset()",1,1,10,8,1
"org.jfree.chart.plot.XYPlot.getDataRange(ValueAxis)",1,20,96,900,20
"org.jfree.chart.plot.XYPlot.getDataset()",1,1,11,11,1
"org.jfree.chart.plot.XYPlot.getDataset(int)",1,1,13,22,1
"org.jfree.chart.plot.XYPlot.getDatasetCount()",1,1,8,15,1
"org.jfree.chart.plot.XYPlot.getDatasetIndices(DatasetRenderingOrder)",1,4,20,108,4
"org.jfree.chart.plot.XYPlot.getDatasetRenderingOrder()",1,1,10,8,1
"org.jfree.chart.plot.XYPlot.getDatasetsMappedToDomainAxis(Integer)",1,5,26,185,5
"org.jfree.chart.plot.XYPlot.getDatasetsMappedToRangeAxis(Integer)",1,5,26,185,5
"org.jfree.chart.plot.XYPlot.getDomainAxis()",1,1,13,11,1
"org.jfree.chart.plot.XYPlot.getDomainAxis(int)",1,3,21,88,3
"org.jfree.chart.plot.XYPlot.getDomainAxisCount()",1,1,10,15,1
"org.jfree.chart.plot.XYPlot.getDomainAxisEdge()",1,1,13,15,1
"org.jfree.chart.plot.XYPlot.getDomainAxisEdge(int)",1,1,13,31,1
"org.jfree.chart.plot.XYPlot.getDomainAxisForDataset(int)",1,2,22,118,2
"org.jfree.chart.plot.XYPlot.getDomainAxisIndex(ValueAxis)",1,3,21,76,3
"org.jfree.chart.plot.XYPlot.getDomainAxisLocation()",1,1,10,15,1
"org.jfree.chart.plot.XYPlot.getDomainAxisLocation(int)",1,2,18,59,2
"org.jfree.chart.plot.XYPlot.getDomainCrosshairPaint()",1,1,12,8,1
"org.jfree.chart.plot.XYPlot.getDomainCrosshairStroke()",1,1,12,8,1
"org.jfree.chart.plot.XYPlot.getDomainCrosshairValue()",1,1,10,13,1
"org.jfree.chart.plot.XYPlot.getDomainGridlinePaint()",1,1,11,8,1
"org.jfree.chart.plot.XYPlot.getDomainGridlineStroke()",1,1,11,8,1
"org.jfree.chart.plot.XYPlot.getDomainMarkers(Layer)",1,1,12,11,1
"org.jfree.chart.plot.XYPlot.getDomainMarkers(int,Layer)",1,4,25,146,4
"org.jfree.chart.plot.XYPlot.getDomainMinorGridlinePaint()",1,1,13,8,1
"org.jfree.chart.plot.XYPlot.getDomainMinorGridlineStroke()",1,1,13,8,1
"org.jfree.chart.plot.XYPlot.getDomainTickBandPaint()",1,1,11,8,1
"org.jfree.chart.plot.XYPlot.getDomainZeroBaselinePaint()",1,1,13,8,1
"org.jfree.chart.plot.XYPlot.getDomainZeroBaselineStroke()",1,1,12,8,1
"org.jfree.chart.plot.XYPlot.getFixedDomainAxisSpace()",1,1,10,8,1
"org.jfree.chart.plot.XYPlot.getFixedLegendItems()",1,1,10,8,1
"org.jfree.chart.plot.XYPlot.getFixedRangeAxisSpace()",1,1,10,8,1
"org.jfree.chart.plot.XYPlot.getIndexOf(XYItemRenderer)",3,3,17,66,3
"org.jfree.chart.plot.XYPlot.getLegendItems()",4,8,38,335,10
"org.jfree.chart.plot.XYPlot.getOrientation()",1,1,11,8,1
"org.jfree.chart.plot.XYPlot.getPlotType()",1,1,9,11,1
"org.jfree.chart.plot.XYPlot.getQuadrantOrigin()",1,1,11,8,1
"org.jfree.chart.plot.XYPlot.getQuadrantPaint(int)",2,1,16,80,3
"org.jfree.chart.plot.XYPlot.getRangeAxis()",1,1,13,11,1
"org.jfree.chart.plot.XYPlot.getRangeAxis(int)",1,3,21,88,3
"org.jfree.chart.plot.XYPlot.getRangeAxisCount()",1,1,10,15,1
"org.jfree.chart.plot.XYPlot.getRangeAxisEdge()",1,1,12,15,1
"org.jfree.chart.plot.XYPlot.getRangeAxisEdge(int)",1,1,14,31,1
"org.jfree.chart.plot.XYPlot.getRangeAxisForDataset(int)",1,2,22,118,2
"org.jfree.chart.plot.XYPlot.getRangeAxisIndex(ValueAxis)",1,3,21,76,3
"org.jfree.chart.plot.XYPlot.getRangeAxisLocation()",1,1,10,15,1
"org.jfree.chart.plot.XYPlot.getRangeAxisLocation(int)",1,2,18,59,2
"org.jfree.chart.plot.XYPlot.getRangeCrosshairPaint()",1,1,12,8,1
"org.jfree.chart.plot.XYPlot.getRangeCrosshairStroke()",1,1,12,8,1
"org.jfree.chart.plot.XYPlot.getRangeCrosshairValue()",1,1,10,13,1
"org.jfree.chart.plot.XYPlot.getRangeGridlinePaint()",1,1,11,8,1
"org.jfree.chart.plot.XYPlot.getRangeGridlineStroke()",1,1,11,8,1
"org.jfree.chart.plot.XYPlot.getRangeMarkers(Layer)",1,1,12,11,1
"org.jfree.chart.plot.XYPlot.getRangeMarkers(int,Layer)",1,4,25,146,4
"org.jfree.chart.plot.XYPlot.getRangeMinorGridlinePaint()",1,1,13,8,1
"org.jfree.chart.plot.XYPlot.getRangeMinorGridlineStroke()",1,1,13,8,1
"org.jfree.chart.plot.XYPlot.getRangeTickBandPaint()",1,1,11,8,1
"org.jfree.chart.plot.XYPlot.getRangeZeroBaselinePaint()",1,1,11,8,1
"org.jfree.chart.plot.XYPlot.getRangeZeroBaselineStroke()",1,1,10,8,1
"org.jfree.chart.plot.XYPlot.getRenderer()",1,1,10,8,1
"org.jfree.chart.plot.XYPlot.getRenderer(int)",1,1,12,22,1
"org.jfree.chart.plot.XYPlot.getRendererCount()",1,1,10,15,1
"org.jfree.chart.plot.XYPlot.getRendererForDataset(XYDataset)",2,2,21,88,3
"org.jfree.chart.plot.XYPlot.getRendererIndices(DatasetRenderingOrder)",1,4,13,108,4
"org.jfree.chart.plot.XYPlot.getSeriesCount()",1,2,14,48,2
"org.jfree.chart.plot.XYPlot.getSeriesRenderingOrder()",1,1,10,8,1
"org.jfree.chart.plot.XYPlot.getShadowGenerator()",1,1,10,8,1
"org.jfree.chart.plot.XYPlot.getWeight()",1,1,11,13,1
"org.jfree.chart.plot.XYPlot.handleClick(int,int,PlotRenderingInfo)",1,4,27,178,4
"org.jfree.chart.plot.XYPlot.indexOf(XYDataset)",3,3,16,66,3
"org.jfree.chart.plot.XYPlot.integerise(Rectangle2D)",1,1,14,124,1
"org.jfree.chart.plot.XYPlot.isDomainCrosshairLockedOnData()",1,1,11,13,1
"org.jfree.chart.plot.XYPlot.isDomainCrosshairVisible()",1,1,10,13,1
"org.jfree.chart.plot.XYPlot.isDomainGridlinesVisible()",1,1,11,13,1
"org.jfree.chart.plot.XYPlot.isDomainMinorGridlinesVisible()",1,1,13,13,1
"org.jfree.chart.plot.XYPlot.isDomainPannable()",1,1,12,11,1
"org.jfree.chart.plot.XYPlot.isDomainZeroBaselineVisible()",1,1,13,13,1
"org.jfree.chart.plot.XYPlot.isDomainZoomable()",1,1,12,8,1
"org.jfree.chart.plot.XYPlot.isRangeCrosshairLockedOnData()",1,1,11,13,1
"org.jfree.chart.plot.XYPlot.isRangeCrosshairVisible()",1,1,11,13,1
"org.jfree.chart.plot.XYPlot.isRangeGridlinesVisible()",1,1,11,13,1
"org.jfree.chart.plot.XYPlot.isRangeMinorGridlinesVisible()",1,1,13,13,1
"org.jfree.chart.plot.XYPlot.isRangePannable()",1,1,12,11,1
"org.jfree.chart.plot.XYPlot.isRangeZeroBaselineVisible()",1,1,11,13,1
"org.jfree.chart.plot.XYPlot.isRangeZoomable()",1,1,12,8,1
"org.jfree.chart.plot.XYPlot.mapDatasetToDomainAxes(int,List)",1,1,18,82,1
"org.jfree.chart.plot.XYPlot.mapDatasetToDomainAxis(int,int)",1,1,14,49,1
"org.jfree.chart.plot.XYPlot.mapDatasetToRangeAxes(int,List)",1,1,18,82,1
"org.jfree.chart.plot.XYPlot.mapDatasetToRangeAxis(int,int)",1,1,14,49,1
"org.jfree.chart.plot.XYPlot.panDomainAxes(double,PlotRenderingInfo,Point2D)",4,2,24,142,5
"org.jfree.chart.plot.XYPlot.panRangeAxes(double,PlotRenderingInfo,Point2D)",4,2,24,142,5
"org.jfree.chart.plot.XYPlot.readObject(ObjectInputStream)",1,10,59,843,10
"org.jfree.chart.plot.XYPlot.removeAnnotation(XYAnnotation)",1,1,14,15,1
"org.jfree.chart.plot.XYPlot.removeAnnotation(XYAnnotation,boolean)",1,2,20,82,3
"org.jfree.chart.plot.XYPlot.removeDomainMarker(Marker)",1,1,14,15,1
"org.jfree.chart.plot.XYPlot.removeDomainMarker(Marker,Layer)",1,1,15,19,1
"org.jfree.chart.plot.XYPlot.removeDomainMarker(int,Marker,Layer)",1,1,16,28,1
"org.jfree.chart.plot.XYPlot.removeDomainMarker(int,Marker,Layer,boolean)",2,3,34,174,5
"org.jfree.chart.plot.XYPlot.removeRangeMarker(Marker)",1,1,14,15,1
"org.jfree.chart.plot.XYPlot.removeRangeMarker(Marker,Layer)",1,1,15,19,1
"org.jfree.chart.plot.XYPlot.removeRangeMarker(int,Marker,Layer)",1,1,16,28,1
"org.jfree.chart.plot.XYPlot.removeRangeMarker(int,Marker,Layer,boolean)",2,3,36,209,5
"org.jfree.chart.plot.XYPlot.render(Graphics2D,Rectangle2D,int,PlotRenderingInfo,CrosshairState)",9,12,96,"1,492",16
"org.jfree.chart.plot.XYPlot.rendererChanged(RendererChangeEvent)",1,2,15,24,2
"org.jfree.chart.plot.XYPlot.setAxisOffset(RectangleInsets)",1,1,13,26,1
"org.jfree.chart.plot.XYPlot.setDataset(XYDataset)",1,1,12,15,1
"org.jfree.chart.plot.XYPlot.setDataset(int,XYDataset)",1,3,22,125,3
"org.jfree.chart.plot.XYPlot.setDatasetRenderingOrder(DatasetRenderingOrder)",1,1,15,26,1
"org.jfree.chart.plot.XYPlot.setDomainAxes(ValueAxis[])",1,2,14,62,2
"org.jfree.chart.plot.XYPlot.setDomainAxis(ValueAxis)",1,1,12,15,1
"org.jfree.chart.plot.XYPlot.setDomainAxis(int,ValueAxis)",1,1,13,25,1
"org.jfree.chart.plot.XYPlot.setDomainAxis(int,ValueAxis,boolean)",1,5,27,164,5
"org.jfree.chart.plot.XYPlot.setDomainAxisLocation(AxisLocation)",1,1,12,15,1
"org.jfree.chart.plot.XYPlot.setDomainAxisLocation(AxisLocation,boolean)",1,1,13,19,1
"org.jfree.chart.plot.XYPlot.setDomainAxisLocation(int,AxisLocation)",1,1,14,22,1
"org.jfree.chart.plot.XYPlot.setDomainAxisLocation(int,AxisLocation,boolean)",2,2,25,110,4
"org.jfree.chart.plot.XYPlot.setDomainCrosshairLockedOnData(boolean)",1,2,15,38,2
"org.jfree.chart.plot.XYPlot.setDomainCrosshairPaint(Paint)",1,1,13,26,1
"org.jfree.chart.plot.XYPlot.setDomainCrosshairStroke(Stroke)",1,1,14,26,1
"org.jfree.chart.plot.XYPlot.setDomainCrosshairValue(double)",1,1,11,15,1
"org.jfree.chart.plot.XYPlot.setDomainCrosshairValue(double,boolean)",1,3,16,43,3
"org.jfree.chart.plot.XYPlot.setDomainCrosshairVisible(boolean)",1,2,15,38,2
"org.jfree.chart.plot.XYPlot.setDomainGridlinePaint(Paint)",1,1,16,26,1
"org.jfree.chart.plot.XYPlot.setDomainGridlineStroke(Stroke)",1,1,16,26,1
"org.jfree.chart.plot.XYPlot.setDomainGridlinesVisible(boolean)",1,2,17,38,2
"org.jfree.chart.plot.XYPlot.setDomainMinorGridlinePaint(Paint)",1,1,18,26,1
"org.jfree.chart.plot.XYPlot.setDomainMinorGridlineStroke(Stroke)",1,1,18,26,1
"org.jfree.chart.plot.XYPlot.setDomainMinorGridlinesVisible(boolean)",1,2,19,38,2
"org.jfree.chart.plot.XYPlot.setDomainPannable(boolean)",1,1,11,15,1
"org.jfree.chart.plot.XYPlot.setDomainTickBandPaint(Paint)",1,1,11,15,1
"org.jfree.chart.plot.XYPlot.setDomainZeroBaselinePaint(Paint)",1,1,15,26,1
"org.jfree.chart.plot.XYPlot.setDomainZeroBaselineStroke(Stroke)",1,1,15,26,1
"org.jfree.chart.plot.XYPlot.setDomainZeroBaselineVisible(boolean)",1,1,15,19,1
"org.jfree.chart.plot.XYPlot.setFixedDomainAxisSpace(AxisSpace)",1,1,11,11,1
"org.jfree.chart.plot.XYPlot.setFixedDomainAxisSpace(AxisSpace,boolean)",1,2,17,28,2
"org.jfree.chart.plot.XYPlot.setFixedLegendItems(LegendItemCollection)",1,1,13,15,1
"org.jfree.chart.plot.XYPlot.setFixedRangeAxisSpace(AxisSpace)",1,1,11,11,1
"org.jfree.chart.plot.XYPlot.setFixedRangeAxisSpace(AxisSpace,boolean)",1,2,17,28,2
"org.jfree.chart.plot.XYPlot.setOrientation(PlotOrientation)",1,2,15,46,2
"org.jfree.chart.plot.XYPlot.setQuadrantOrigin(Point2D)",1,1,13,26,1
"org.jfree.chart.plot.XYPlot.setQuadrantPaint(int,Paint)",2,1,17,91,3
"org.jfree.chart.plot.XYPlot.setRangeAxes(ValueAxis[])",1,2,14,62,2
"org.jfree.chart.plot.XYPlot.setRangeAxis(ValueAxis)",1,4,25,137,4
"org.jfree.chart.plot.XYPlot.setRangeAxis(int,ValueAxis)",1,1,12,22,1
"org.jfree.chart.plot.XYPlot.setRangeAxis(int,ValueAxis,boolean)",1,5,27,164,5
"org.jfree.chart.plot.XYPlot.setRangeAxisLocation(AxisLocation)",1,1,12,15,1
"org.jfree.chart.plot.XYPlot.setRangeAxisLocation(AxisLocation,boolean)",1,1,13,19,1
"org.jfree.chart.plot.XYPlot.setRangeAxisLocation(int,AxisLocation)",1,1,13,22,1
"org.jfree.chart.plot.XYPlot.setRangeAxisLocation(int,AxisLocation,boolean)",2,2,25,110,4
"org.jfree.chart.plot.XYPlot.setRangeCrosshairLockedOnData(boolean)",1,2,15,38,2
"org.jfree.chart.plot.XYPlot.setRangeCrosshairPaint(Paint)",1,1,13,26,1
"org.jfree.chart.plot.XYPlot.setRangeCrosshairStroke(Stroke)",1,1,14,26,1
"org.jfree.chart.plot.XYPlot.setRangeCrosshairValue(double)",1,1,13,15,1
"org.jfree.chart.plot.XYPlot.setRangeCrosshairValue(double,boolean)",1,3,16,43,3
"org.jfree.chart.plot.XYPlot.setRangeCrosshairVisible(boolean)",1,2,15,38,2
"org.jfree.chart.plot.XYPlot.setRangeGridlinePaint(Paint)",1,1,13,26,1
"org.jfree.chart.plot.XYPlot.setRangeGridlineStroke(Stroke)",1,1,13,26,1
"org.jfree.chart.plot.XYPlot.setRangeGridlinesVisible(boolean)",1,2,17,38,2
"org.jfree.chart.plot.XYPlot.setRangeMinorGridlinePaint(Paint)",1,1,15,26,1
"org.jfree.chart.plot.XYPlot.setRangeMinorGridlineStroke(Stroke)",1,1,15,26,1
"org.jfree.chart.plot.XYPlot.setRangeMinorGridlinesVisible(boolean)",1,2,19,38,2
"org.jfree.chart.plot.XYPlot.setRangePannable(boolean)",1,1,11,15,1
"org.jfree.chart.plot.XYPlot.setRangeTickBandPaint(Paint)",1,1,11,15,1
"org.jfree.chart.plot.XYPlot.setRangeZeroBaselinePaint(Paint)",1,1,13,26,1
"org.jfree.chart.plot.XYPlot.setRangeZeroBaselineStroke(Stroke)",1,1,13,26,1
"org.jfree.chart.plot.XYPlot.setRangeZeroBaselineVisible(boolean)",1,1,13,19,1
"org.jfree.chart.plot.XYPlot.setRenderer(XYItemRenderer)",1,1,12,11,1
"org.jfree.chart.plot.XYPlot.setRenderer(int,XYItemRenderer)",1,1,14,22,1
"org.jfree.chart.plot.XYPlot.setRenderer(int,XYItemRenderer,boolean)",1,4,29,149,4
"org.jfree.chart.plot.XYPlot.setRenderers(XYItemRenderer[])",1,2,12,62,2
"org.jfree.chart.plot.XYPlot.setSeriesRenderingOrder(SeriesRenderingOrder)",1,1,15,26,1
"org.jfree.chart.plot.XYPlot.setShadowGenerator(ShadowGenerator)",1,1,12,15,1
"org.jfree.chart.plot.XYPlot.setWeight(int)",1,1,12,19,1
"org.jfree.chart.plot.XYPlot.writeObject(ObjectOutputStream)",1,2,32,485,2
"org.jfree.chart.plot.XYPlot.zoomDomainAxes(double,PlotRenderingInfo,Point2D)",1,1,15,26,1
"org.jfree.chart.plot.XYPlot.zoomDomainAxes(double,PlotRenderingInfo,Point2D,boolean)",3,4,34,208,5
"org.jfree.chart.plot.XYPlot.zoomDomainAxes(double,double,PlotRenderingInfo,Point2D)",1,3,23,68,3
"org.jfree.chart.plot.XYPlot.zoomRangeAxes(double,PlotRenderingInfo,Point2D)",1,1,15,31,1
"org.jfree.chart.plot.XYPlot.zoomRangeAxes(double,PlotRenderingInfo,Point2D,boolean)",3,4,35,208,5
"org.jfree.chart.plot.XYPlot.zoomRangeAxes(double,double,PlotRenderingInfo,Point2D)",1,3,19,68,3
"org.jfree.chart.plot.XYPlotTest.createDataset1()",1,1,26,591,1
"org.jfree.chart.plot.XYPlotTest.createDataset2()",1,1,11,18,1
"org.jfree.chart.plot.XYPlotTest.test1654215()",1,2,22,196,2
"org.jfree.chart.plot.XYPlotTest.testAddDomainMarker()",1,1,15,105,1
"org.jfree.chart.plot.XYPlotTest.testAddRangeMarker()",1,1,15,105,1
"org.jfree.chart.plot.XYPlotTest.testAxisIndices()",1,1,16,197,1
"org.jfree.chart.plot.XYPlotTest.testAxisLocationIndices()",1,1,18,197,1
"org.jfree.chart.plot.XYPlotTest.testBug2817504()",1,1,17,126,1
"org.jfree.chart.plot.XYPlotTest.testCloneIndependence()",1,1,47,864,1
"org.jfree.chart.plot.XYPlotTest.testCloning()",1,1,11,71,1
"org.jfree.chart.plot.XYPlotTest.testCloning2()",1,1,18,224,1
"org.jfree.chart.plot.XYPlotTest.testCloning3()",1,1,18,164,1
"org.jfree.chart.plot.XYPlotTest.testCloning4()",1,1,17,140,1
"org.jfree.chart.plot.XYPlotTest.testCloning_QuadrantOrigin()",1,1,14,126,1
"org.jfree.chart.plot.XYPlotTest.testCloning_QuadrantPaint()",1,1,18,205,1
"org.jfree.chart.plot.XYPlotTest.testDatasetIndices()",1,1,21,205,1
"org.jfree.chart.plot.XYPlotTest.testDomainMarkerIndices()",1,1,21,247,1
"org.jfree.chart.plot.XYPlotTest.testDrawRangeGridlines()",1,2,22,189,2
"org.jfree.chart.plot.XYPlotTest.testDrawSeriesWithZeroItems()",1,2,22,244,2
"org.jfree.chart.plot.XYPlotTest.testEquals()",1,1,273,"6,085",1
"org.jfree.chart.plot.XYPlotTest.testEquals_ObjectList()",1,1,13,82,1
"org.jfree.chart.plot.XYPlotTest.testEquals_ObjectList2()",1,1,13,71,1
"org.jfree.chart.plot.XYPlotTest.testEquals_ObjectList3()",1,1,13,82,1
"org.jfree.chart.plot.XYPlotTest.testEquals_ObjectList4()",1,1,13,71,1
"org.jfree.chart.plot.XYPlotTest.testEquals_ObjectList5()",1,1,13,66,1
"org.jfree.chart.plot.XYPlotTest.testGetDataRange()",1,1,24,370,1
"org.jfree.chart.plot.XYPlotTest.testGetDataRangeWithMultipleDatasets()",1,1,33,590,1
"org.jfree.chart.plot.XYPlotTest.testGetDatasetCount()",1,1,7,19,1
"org.jfree.chart.plot.XYPlotTest.testGetDomainAxisForDataset()",1,1,36,401,2
"org.jfree.chart.plot.XYPlotTest.testGetLegendItems()",1,1,17,100,1
"org.jfree.chart.plot.XYPlotTest.testGetRangeAxisForDataset()",1,1,36,401,2
"org.jfree.chart.plot.XYPlotTest.testGetRendererForDataset()",1,1,24,225,1
"org.jfree.chart.plot.XYPlotTest.testGetRendererForDataset2()",1,1,19,157,1
"org.jfree.chart.plot.XYPlotTest.testMapDatasetToDomainAxis()",1,1,18,187,1
"org.jfree.chart.plot.XYPlotTest.testMapDatasetToRangeAxis()",1,1,18,187,1
"org.jfree.chart.plot.XYPlotTest.testRangeMarkerIndices()",1,1,20,247,1
"org.jfree.chart.plot.XYPlotTest.testRemoveAnnotation()",1,1,22,215,1
"org.jfree.chart.plot.XYPlotTest.testRemoveDomainMarker()",1,1,9,22,1
