Complexity metrics,Sun, 23 Jun 2019 17:35:44 EDT
Method,ev(G),iv(G),LOC,V,v(G)
"org.apache.commons.io.filefilter.IOFileFilterAbstractTestCase.TesterTrueFileFilter.reset()",1,1,3,8,1
"org.apache.commons.io.filefilter.IOFileFilterAbstractTestCase.TesterTrueFileFilter.setInvoked(boolean)",1,1,3,15,1
"org.apache.commons.io.filefilter.IOFileFilterAbstractTestCase.assertFalseFiltersInvoked(int,TesterFalseFileFilter[],boolean[])",1,2,5,125,2
"org.apache.commons.io.filefilter.IOFileFilterAbstractTestCase.assertFileFiltering(int,IOFileFilter,File,boolean)",1,1,7,110,1
"org.apache.commons.io.filefilter.IOFileFilterAbstractTestCase.assertFilenameFiltering(int,IOFileFilter,File,boolean)",1,1,8,127,1
"org.apache.commons.io.filefilter.IOFileFilterAbstractTestCase.assertFiltering(int,IOFileFilter,File,boolean)",1,4,18,340,4
"org.apache.commons.io.filefilter.IOFileFilterAbstractTestCase.assertTrueFiltersInvoked(int,TesterTrueFileFilter[],boolean[])",1,2,5,125,2
"org.apache.commons.io.filefilter.IOFileFilterAbstractTestCase.determineWorkingDirectoryPath(String,String)",1,1,5,26,1
"org.apache.commons.io.filefilter.IOFileFilterAbstractTestCase.resetFalseFilters(TesterFalseFileFilter[])",1,3,7,31,3
"org.apache.commons.io.filefilter.IOFileFilterAbstractTestCase.resetTrueFilters(TesterTrueFileFilter[])",1,3,7,31,3
"org.apache.commons.io.filefilter.MagicNumberFileFilter.MagicNumberFileFilter(String)",1,1,24,11,1
"org.apache.commons.io.filefilter.MagicNumberFileFilter.MagicNumberFileFilter(String,long)",4,1,33,131,4
"org.apache.commons.io.filefilter.MagicNumberFileFilter.MagicNumberFileFilter(byte[])",1,1,27,15,1
"org.apache.commons.io.filefilter.MagicNumberFileFilter.MagicNumberFileFilter(byte[],long)",4,1,44,181,4
"org.apache.commons.io.filefilter.MagicNumberFileFilter.accept(File)",3,4,37,230,6
"org.apache.commons.io.filefilter.MagicNumberFileFilter.toString()",1,1,16,93,1
"org.apache.commons.io.filefilter.NameFileFilter.NameFileFilter(List<String>)",1,1,10,11,1
"org.apache.commons.io.filefilter.NameFileFilter.NameFileFilter(List<String>,IOCase)",2,1,15,85,3
"org.apache.commons.io.filefilter.NameFileFilter.NameFileFilter(String)",1,1,9,11,1
"org.apache.commons.io.filefilter.NameFileFilter.NameFileFilter(String,IOCase)",2,1,14,70,3
"org.apache.commons.io.filefilter.NameFileFilter.NameFileFilter(String[])",1,1,12,11,1
"org.apache.commons.io.filefilter.NameFileFilter.NameFileFilter(String[],IOCase)",2,1,18,112,3
"org.apache.commons.io.filefilter.NameFileFilter.accept(File)",3,2,16,62,3
"org.apache.commons.io.filefilter.NameFileFilter.accept(File,String)",3,2,16,46,3
"org.apache.commons.io.filefilter.NameFileFilter.toString()",1,4,21,176,4
"org.apache.commons.io.filefilter.NotFileFilter.NotFileFilter(IOFileFilter)",2,1,12,36,2
"org.apache.commons.io.filefilter.NotFileFilter.accept(File)",1,1,10,19,1
"org.apache.commons.io.filefilter.NotFileFilter.accept(File,String)",1,1,11,24,1
"org.apache.commons.io.filefilter.NotFileFilter.toString()",1,1,9,24,1
"org.apache.commons.io.filefilter.OrFileFilter.OrFileFilter()",1,1,8,8,1
"org.apache.commons.io.filefilter.OrFileFilter.OrFileFilter(IOFileFilter,IOFileFilter)",2,1,15,76,3
"org.apache.commons.io.filefilter.OrFileFilter.OrFileFilter(List<IOFileFilter>)",1,1,14,46,2
"org.apache.commons.io.filefilter.OrFileFilter.accept(File)",3,2,12,46,3
"org.apache.commons.io.filefilter.OrFileFilter.accept(File,String)",3,2,12,55,3
"org.apache.commons.io.filefilter.OrFileFilter.addFileFilter(IOFileFilter)",1,1,6,19,1
"org.apache.commons.io.filefilter.OrFileFilter.getFileFilters()",1,1,6,11,1
"org.apache.commons.io.filefilter.OrFileFilter.removeFileFilter(IOFileFilter)",1,1,6,19,1
"org.apache.commons.io.filefilter.OrFileFilter.setFileFilters(List<IOFileFilter>)",1,1,7,30,1
"org.apache.commons.io.filefilter.OrFileFilter.toString()",1,5,22,221,5
"org.apache.commons.io.filefilter.OrFileFilterTestCase.OrFileFilterTestCase(String)",1,1,3,11,1
"org.apache.commons.io.filefilter.OrFileFilterTestCase.buildFilterUsingAdd(List<IOFileFilter>)",1,2,8,74,2
"org.apache.commons.io.filefilter.OrFileFilterTestCase.buildFilterUsingConstructor(List<IOFileFilter>)",1,1,4,11,1
"org.apache.commons.io.filefilter.OrFileFilterTestCase.getConditionalFileFilter()",1,1,4,4,1
"org.apache.commons.io.filefilter.OrFileFilterTestCase.getDefaultWorkingPath()",1,1,4,4,1
"org.apache.commons.io.filefilter.OrFileFilterTestCase.getFalseResults()",1,1,4,11,1
"org.apache.commons.io.filefilter.OrFileFilterTestCase.getFileResults()",1,1,4,8,1
"org.apache.commons.io.filefilter.OrFileFilterTestCase.getFilenameResults()",1,1,4,8,1
"org.apache.commons.io.filefilter.OrFileFilterTestCase.getTestFilters()",1,1,4,8,1
"org.apache.commons.io.filefilter.OrFileFilterTestCase.getTrueResults()",1,1,4,11,1
"org.apache.commons.io.filefilter.OrFileFilterTestCase.getWorkingPathNamePropertyKey()",1,1,4,4,1
"org.apache.commons.io.filefilter.OrFileFilterTestCase.setUp()",1,1,5,19,1
"org.apache.commons.io.filefilter.OrFileFilterTestCase.setUpTestFilters()",1,1,185,"2,708",1
"org.apache.commons.io.filefilter.PrefixFileFilter.PrefixFileFilter(List<String>)",1,1,10,11,1
"org.apache.commons.io.filefilter.PrefixFileFilter.PrefixFileFilter(List<String>,IOCase)",2,1,17,85,3
"org.apache.commons.io.filefilter.PrefixFileFilter.PrefixFileFilter(String)",1,1,9,11,1
"org.apache.commons.io.filefilter.PrefixFileFilter.PrefixFileFilter(String,IOCase)",2,1,16,70,3
"org.apache.commons.io.filefilter.PrefixFileFilter.PrefixFileFilter(String[])",1,1,12,11,1
"org.apache.commons.io.filefilter.PrefixFileFilter.PrefixFileFilter(String[],IOCase)",2,1,20,112,3
"org.apache.commons.io.filefilter.PrefixFileFilter.accept(File)",3,2,16,62,3
"org.apache.commons.io.filefilter.PrefixFileFilter.accept(File,String)",3,2,16,46,3
"org.apache.commons.io.filefilter.PrefixFileFilter.toString()",1,4,21,176,4
"org.apache.commons.io.filefilter.RegexFileFilter.RegexFileFilter(Pattern)",2,1,12,36,2
"org.apache.commons.io.filefilter.RegexFileFilter.RegexFileFilter(String)",2,1,12,41,2
"org.apache.commons.io.filefilter.RegexFileFilter.RegexFileFilter(String,IOCase)",2,2,17,108,4
"org.apache.commons.io.filefilter.RegexFileFilter.RegexFileFilter(String,int)",2,1,13,51,2
"org.apache.commons.io.filefilter.RegexFileFilter.accept(File,String)",1,1,11,19,1
"org.apache.commons.io.filefilter.RegexFileFilterTestCase.RegexFileFilterTestCase(String)",1,1,3,8,1
"org.apache.commons.io.filefilter.RegexFileFilterTestCase.assertFiltering(IOFileFilter,File,boolean)",1,4,16,273,4
"org.apache.commons.io.filefilter.RegexFileFilterTestCase.setUp()",1,1,4,8,1
"org.apache.commons.io.filefilter.RegexFileFilterTestCase.tearDown()",1,1,4,11,1
"org.apache.commons.io.filefilter.RegexFileFilterTestCase.testRegex()",1,1,46,533,5
"org.apache.commons.io.filefilter.SizeFileFilter.SizeFileFilter(long)",1,1,10,15,1
"org.apache.commons.io.filefilter.SizeFileFilter.SizeFileFilter(long,boolean)",2,1,16,60,2
"org.apache.commons.io.filefilter.SizeFileFilter.accept(File)",1,1,16,39,2
"org.apache.commons.io.filefilter.SizeFileFilter.toString()",1,1,10,38,2
"org.apache.commons.io.filefilter.SuffixFileFilter.SuffixFileFilter(List<String>)",1,1,10,11,1
"org.apache.commons.io.filefilter.SuffixFileFilter.SuffixFileFilter(List<String>,IOCase)",2,1,17,85,3
"org.apache.commons.io.filefilter.SuffixFileFilter.SuffixFileFilter(String)",1,1,9,11,1
"org.apache.commons.io.filefilter.SuffixFileFilter.SuffixFileFilter(String,IOCase)",2,1,16,70,3
"org.apache.commons.io.filefilter.SuffixFileFilter.SuffixFileFilter(String[])",1,1,12,11,1
"org.apache.commons.io.filefilter.SuffixFileFilter.SuffixFileFilter(String[],IOCase)",2,1,20,112,3
"org.apache.commons.io.filefilter.SuffixFileFilter.accept(File)",3,2,16,62,3
"org.apache.commons.io.filefilter.SuffixFileFilter.accept(File,String)",3,2,16,51,3
"org.apache.commons.io.filefilter.SuffixFileFilter.toString()",1,4,21,176,4
"org.apache.commons.io.filefilter.TrueFileFilter.TrueFileFilter()",1,1,5,0,1
"org.apache.commons.io.filefilter.TrueFileFilter.accept(File)",1,1,9,8,1
"org.apache.commons.io.filefilter.TrueFileFilter.accept(File,String)",1,1,10,8,1
"org.apache.commons.io.filefilter.WildcardFileFilter.WildcardFileFilter(List<String>)",1,1,10,11,1
"org.apache.commons.io.filefilter.WildcardFileFilter.WildcardFileFilter(List<String>,IOCase)",2,1,15,85,3
"org.apache.commons.io.filefilter.WildcardFileFilter.WildcardFileFilter(String)",1,1,9,11,1
"org.apache.commons.io.filefilter.WildcardFileFilter.WildcardFileFilter(String,IOCase)",2,1,14,70,3
"org.apache.commons.io.filefilter.WildcardFileFilter.WildcardFileFilter(String[])",1,1,12,11,1
"org.apache.commons.io.filefilter.WildcardFileFilter.WildcardFileFilter(String[],IOCase)",2,1,18,112,3
"org.apache.commons.io.filefilter.WildcardFileFilter.accept(File)",3,2,16,57,3
"org.apache.commons.io.filefilter.WildcardFileFilter.accept(File,String)",3,2,16,46,3
"org.apache.commons.io.filefilter.WildcardFileFilter.toString()",1,4,21,176,4
"org.apache.commons.io.filefilter.WildcardFilter.WildcardFilter(List<String>)",2,1,13,53,2
"org.apache.commons.io.filefilter.WildcardFilter.WildcardFilter(String)",2,1,12,39,2
"org.apache.commons.io.filefilter.WildcardFilter.WildcardFilter(String[])",2,1,13,77,2
"org.apache.commons.io.filefilter.WildcardFilter.accept(File)",4,2,18,66,4
"org.apache.commons.io.filefilter.WildcardFilter.accept(File,String)",4,3,19,94,5
"org.apache.commons.io.input.AutoCloseInputStream.AutoCloseInputStream(InputStream)",1,1,8,8,1
"org.apache.commons.io.input.AutoCloseInputStream.afterRead(int)",1,2,13,33,2
"org.apache.commons.io.input.AutoCloseInputStream.close()",1,1,18,18,1
"org.apache.commons.io.input.AutoCloseInputStream.finalize()",1,1,11,15,1
"org.apache.commons.io.input.AutoCloseInputStreamTest.setUp()",1,1,4,66,1
"org.apache.commons.io.input.AutoCloseInputStreamTest.testClose()",1,1,8,51,1
"org.apache.commons.io.input.AutoCloseInputStreamTest.testRead()",1,2,11,94,2
"org.apache.commons.io.input.AutoCloseInputStreamTest.testReadBuffer()",1,3,17,292,3
"org.apache.commons.io.input.AutoCloseInputStreamTest.testReadBufferOffsetLength()",1,3,17,326,3
"org.apache.commons.io.input.BOMInputStream.BOMInputStream(InputStream)",1,1,9,15,1
"org.apache.commons.io.input.BOMInputStream.BOMInputStream(InputStream,ByteOrderMark...)",1,1,11,15,1
"org.apache.commons.io.input.BOMInputStream.BOMInputStream(InputStream,boolean)",1,1,11,19,1
"org.apache.commons.io.input.BOMInputStream.BOMInputStream(InputStream,boolean,ByteOrderMark...)",2,1,20,120,3
"org.apache.commons.io.input.BOMInputStream.find()",3,2,13,30,3
"org.apache.commons.io.input.BOMInputStream.getBOM()",4,6,35,307,7
"org.apache.commons.io.input.BOMInputStream.getBOMCharsetName()",1,2,12,30,2
"org.apache.commons.io.input.BOMInputStream.hasBOM()",1,1,10,19,1
"org.apache.commons.io.input.BOMInputStream.hasBOM(ByteOrderMark)",2,2,17,89,3
"org.apache.commons.io.input.BOMInputStream.mark(int)",1,1,12,48,1
"org.apache.commons.io.input.BOMInputStream.matches(ByteOrderMark)",3,2,19,89,3
"org.apache.commons.io.input.BOMInputStream.read()",1,2,12,39,2
"org.apache.commons.io.input.BOMInputStream.read(byte[])",1,1,13,31,1
"org.apache.commons.io.input.BOMInputStream.read(byte[],int,int)",1,2,28,259,6
"org.apache.commons.io.input.BOMInputStream.readFirstBytes()",1,1,13,46,2
"org.apache.commons.io.input.BOMInputStream.reset()",1,1,14,43,2
"org.apache.commons.io.input.BOMInputStream.skip(long)",1,2,16,68,3
"org.apache.commons.io.input.BOMInputStreamTest.ExpectCloseInputStream.assertCloseCalled()",1,1,3,8,1
"org.apache.commons.io.input.BOMInputStreamTest.ExpectCloseInputStream.close()",1,1,4,11,1
"org.apache.commons.io.input.BOMInputStreamTest.ExpectCloseInputStream.read()",1,1,4,15,1
"org.apache.commons.io.input.BOMInputStreamTest.assertData(byte[],byte[],int)",1,2,7,118,2
"org.apache.commons.io.input.BOMInputStreamTest.createDataStream(byte[],boolean)",1,2,14,152,2
"org.apache.commons.io.input.BOMInputStreamTest.readBOMInputStreamTwice(String)",1,1,9,85,1
"org.apache.commons.io.input.BOMInputStreamTest.readFile(BOMInputStream)",1,2,7,70,2
"org.apache.commons.io.input.BOMInputStreamTest.testAvailableWithBOM()",1,1,5,72,1
"org.apache.commons.io.input.BOMInputStreamTest.testAvailableWithoutBOM()",1,1,5,72,1
"org.apache.commons.io.input.BOMInputStreamTest.testClose()",1,1,7,30,1
"org.apache.commons.io.input.BOMInputStreamTest.testEmptyBufferWithBOM()",1,1,6,78,1
"org.apache.commons.io.input.BOMInputStreamTest.testEmptyBufferWithoutBOM()",1,1,6,78,1
"org.apache.commons.io.input.BOMInputStreamTest.testGetBOMFirstThenRead()",1,1,11,204,1
"org.apache.commons.io.input.BOMInputStreamTest.testGetBOMFirstThenReadInclude()",1,1,14,274,1
"org.apache.commons.io.input.BOMInputStreamTest.testLargeBufferWithBOM()",1,1,6,92,1
"org.apache.commons.io.input.BOMInputStreamTest.testLargeBufferWithoutBOM()",1,1,6,92,1
"org.apache.commons.io.input.BOMInputStreamTest.testLeadingNonBOMBufferedRead()",1,1,6,104,1
"org.apache.commons.io.input.BOMInputStreamTest.testLeadingNonBOMSingleRead()",1,1,8,132,1
"org.apache.commons.io.input.BOMInputStreamTest.testMarkResetAfterReadWithBOM()",1,1,11,138,1
"org.apache.commons.io.input.BOMInputStreamTest.testMarkResetAfterReadWithoutBOM()",1,1,11,138,1
"org.apache.commons.io.input.BOMInputStreamTest.testMarkResetBeforeReadWithBOM()",1,1,10,129,1
"org.apache.commons.io.input.BOMInputStreamTest.testMarkResetBeforeReadWithoutBOM()",1,1,10,129,1
"org.apache.commons.io.input.BOMInputStreamTest.testNoBoms()",1,1,15,125,3
"org.apache.commons.io.input.BOMInputStreamTest.testReadEmpty()",1,1,8,124,1
"org.apache.commons.io.input.BOMInputStreamTest.testReadSmall()",1,1,10,174,1
"org.apache.commons.io.input.BOMInputStreamTest.testReadTwiceWithBOM()",1,1,3,15,1
"org.apache.commons.io.input.BOMInputStreamTest.testReadTwiceWithoutBOM()",1,1,3,15,1
"org.apache.commons.io.input.BOMInputStreamTest.testReadWithBOM()",1,1,16,235,2
"org.apache.commons.io.input.BOMInputStreamTest.testReadWithBOMInclude()",1,1,14,274,1
"org.apache.commons.io.input.BOMInputStreamTest.testReadWithMultipleBOM()",1,1,13,245,1
"org.apache.commons.io.input.BOMInputStreamTest.testReadWithoutBOM()",1,1,11,199,1
"org.apache.commons.io.input.BOMInputStreamTest.testSkipWithBOM()",1,1,6,85,1
"org.apache.commons.io.input.BOMInputStreamTest.testSkipWithoutBOM()",1,1,6,85,1
"org.apache.commons.io.input.BOMInputStreamTest.testSmallBufferWithBOM()",1,1,7,158,1
"org.apache.commons.io.input.BOMInputStreamTest.testSmallBufferWithoutBOM()",1,1,7,158,1
"org.apache.commons.io.input.BOMInputStreamTest.testSupportCode()",1,1,15,302,1
"org.apache.commons.io.input.BoundedInputStream.BoundedInputStream(InputStream)",1,1,9,15,1
"org.apache.commons.io.input.BoundedInputStream.BoundedInputStream(InputStream,long)",1,1,13,22,1
"org.apache.commons.io.input.BoundedInputStream.available()",2,1,10,57,3
"org.apache.commons.io.input.BoundedInputStream.close()",1,2,11,19,2
"org.apache.commons.io.input.BoundedInputStream.isPropagateClose()",1,1,11,8,1
"org.apache.commons.io.input.BoundedInputStream.mark(int)",1,1,9,28,1
"org.apache.commons.io.input.BoundedInputStream.markSupported()",1,1,8,11,1
"org.apache.commons.io.input.BoundedInputStream.read()",2,1,16,84,3
"org.apache.commons.io.input.BoundedInputStream.read(byte[])",1,1,11,36,1
"org.apache.commons.io.input.BoundedInputStream.read(byte[],int,int)",3,2,22,208,5
"org.apache.commons.io.input.BoundedInputStream.reset()",1,1,9,24,1
"org.apache.commons.io.input.BoundedInputStream.setPropagateClose(boolean)",1,1,12,15,1
"org.apache.commons.io.input.BoundedInputStream.skip(long)",1,2,13,85,2
"org.apache.commons.io.input.BoundedInputStream.toString()",1,1,8,8,1
"org.apache.commons.io.input.BoundedInputStreamTest.BoundedInputStreamTest(String)",1,1,3,8,1
"org.apache.commons.io.input.BoundedInputStreamTest.compare(String,byte[],byte[])",1,2,9,129,2
"org.apache.commons.io.input.BoundedInputStreamTest.testReadArray()",1,1,18,333,1
"org.apache.commons.io.input.BoundedInputStreamTest.testReadSingle()",1,4,26,499,4
"org.apache.commons.io.input.BrokenInputStream.BrokenInputStream()",1,1,6,11,1
"org.apache.commons.io.input.BrokenInputStream.BrokenInputStream(IOException)",1,1,8,8,1
"org.apache.commons.io.input.BrokenInputStream.available()",1,1,10,11,1
"org.apache.commons.io.input.BrokenInputStream.close()",1,1,9,11,1
"org.apache.commons.io.input.BrokenInputStream.read()",1,1,10,11,1
"org.apache.commons.io.input.BrokenInputStream.reset()",1,1,9,11,1
"org.apache.commons.io.input.BrokenInputStream.skip(long)",1,1,11,13,1
"org.apache.commons.io.input.BrokenInputStreamTest.setUp()",1,1,5,20,1
"org.apache.commons.io.input.BrokenInputStreamTest.testAvailable()",1,2,8,38,2
"org.apache.commons.io.input.BrokenInputStreamTest.testClose()",1,2,8,38,2
"org.apache.commons.io.input.BrokenInputStreamTest.testRead()",1,4,20,151,4
"org.apache.commons.io.input.BrokenInputStreamTest.testReset()",1,2,8,38,2
"org.apache.commons.io.input.BrokenInputStreamTest.testSkip()",1,2,8,43,2
"org.apache.commons.io.input.CharSequenceInputStream.CharSequenceInputStream(CharSequence,Charset)",1,1,10,26,1
"org.apache.commons.io.input.CharSequenceInputStream.CharSequenceInputStream(CharSequence,Charset,int)",1,1,17,129,1
"org.apache.commons.io.input.CharSequenceInputStream.CharSequenceInputStream(CharSequence,String)",1,1,10,26,1
"org.apache.commons.io.input.CharSequenceInputStream.CharSequenceInputStream(CharSequence,String,int)",1,1,10,34,1
"org.apache.commons.io.input.CharSequenceInputStream.available()",1,1,4,19,1
"org.apache.commons.io.input.CharSequenceInputStream.close()",1,1,3,4,1
"org.apache.commons.io.input.CharSequenceInputStream.fillBuffer()",1,2,14,85,2
"org.apache.commons.io.input.CharSequenceInputStream.mark(int)",1,1,8,31,1
"org.apache.commons.io.input.CharSequenceInputStream.markSupported()",1,1,4,8,1
"org.apache.commons.io.input.CharSequenceInputStream.read()",4,4,13,123,5
"org.apache.commons.io.input.CharSequenceInputStream.read(byte[])",1,1,4,31,1
"org.apache.commons.io.input.CharSequenceInputStream.read(byte[],int,int)",8,6,32,558,13
"org.apache.commons.io.input.CharSequenceInputStream.reset()",1,2,7,68,2
"org.apache.commons.io.input.CharSequenceInputStream.skip(long)",1,3,10,94,3
"org.apache.commons.io.input.CharSequenceInputStreamTest.testCharsetMismatchInfiniteLoop()",1,1,14,129,2
"org.apache.commons.io.input.CharSequenceInputStreamTest.testLargeUTF8WithBufferedRead()",1,1,4,15,1
"org.apache.commons.io.input.CharSequenceInputStreamTest.testLargeUTF8WithSingleByteRead()",1,1,4,15,1
"org.apache.commons.io.input.CharSequenceInputStreamTest.testMarkReset()",1,1,15,183,1
"org.apache.commons.io.input.CharSequenceInputStreamTest.testMarkSupported()",1,1,5,28,1
"org.apache.commons.io.input.CharSequenceInputStreamTest.testReadZero()",1,1,6,62,1
"org.apache.commons.io.input.CharSequenceInputStreamTest.testReadZeroEmptyString()",1,1,6,62,1
"org.apache.commons.io.input.CharSequenceInputStreamTest.testSkip()",1,1,9,96,1
"org.apache.commons.io.input.CharSequenceInputStreamTest.testUTF16WithSingleByteRead()",1,1,4,15,1
"org.apache.commons.io.input.CharSequenceInputStreamTest.testUTF8WithBufferedRead()",1,1,4,15,1
"org.apache.commons.io.input.CharSequenceInputStreamTest.testUTF8WithSingleByteRead()",1,1,4,15,1
"org.apache.commons.io.input.CharSequenceInputStreamTest.testWithBufferedRead(String,String)",3,4,24,433,4
"org.apache.commons.io.input.CharSequenceInputStreamTest.testWithSingleByteRead(String,String)",1,2,11,199,2
"org.apache.commons.io.input.CharSequenceReader.CharSequenceReader(CharSequence)",1,1,8,22,2
"org.apache.commons.io.input.CharSequenceReader.close()",1,1,8,13,1
"org.apache.commons.io.input.CharSequenceReader.mark(int)",1,1,9,11,1
"org.apache.commons.io.input.CharSequenceReader.markSupported()",1,1,9,8,1
"org.apache.commons.io.input.CharSequenceReader.read()",2,2,14,59,2
"org.apache.commons.io.input.CharSequenceReader.read(char[],int,int)",6,2,32,358,8
"org.apache.commons.io.input.CharSequenceReader.reset()",1,1,8,8,1
"org.apache.commons.io.input.CharSequenceReader.skip(long)",3,1,20,158,3
"org.apache.commons.io.input.CharSequenceReader.toString()",1,1,10,8,1
"org.apache.commons.io.input.CharSequenceReaderTest.checkArray(char[],char[])",1,2,5,82,2
"org.apache.commons.io.input.CharSequenceReaderTest.checkRead(Reader,String)",1,2,6,101,2
"org.apache.commons.io.input.CharSequenceReaderTest.testClose()",1,1,8,41,1
"org.apache.commons.io.input.CharSequenceReaderTest.testMark()",1,1,14,114,1
"org.apache.commons.io.input.CharSequenceReaderTest.testMarkSupported()",1,1,6,19,1
"org.apache.commons.io.input.CharSequenceReaderTest.testRead()",1,1,10,96,1
"org.apache.commons.io.input.CharSequenceReaderTest.testReadCharArray()",1,1,15,263,1
"org.apache.commons.io.input.CharSequenceReaderTest.testReadCharArrayPortion()",1,1,11,243,1
"org.apache.commons.io.input.CharSequenceReaderTest.testSkip()",1,1,15,226,1
"org.apache.commons.io.input.ClassLoaderObjectInputStream.ClassLoaderObjectInputStream(ClassLoader,InputStream)",1,1,14,24,1
"org.apache.commons.io.input.ClassLoaderObjectInputStream.resolveClass(ObjectStreamClass)",2,2,21,70,2
"org.apache.commons.io.input.ClassLoaderObjectInputStream.resolveProxyClass(String[])",1,3,24,136,3
"org.apache.commons.io.input.ClassLoaderObjectInputStreamTest.ClassLoaderObjectInputStreamTest(String)",1,1,3,8,1
"org.apache.commons.io.input.ClassLoaderObjectInputStreamTest.testExpected()",1,1,10,91,1
"org.apache.commons.io.input.ClassLoaderObjectInputStreamTest.testResolveProxyClass()",1,1,11,118,1
"org.apache.commons.io.input.CloseShieldInputStream.CloseShieldInputStream(InputStream)",1,1,9,8,1
"org.apache.commons.io.input.CloseShieldInputStream.close()",1,1,9,8,1
"org.apache.commons.io.input.CloseShieldInputStreamTest.setUp()",1,1,4,76,1
"org.apache.commons.io.input.CloseShieldInputStreamTest.testClose()",1,1,9,80,1
"org.apache.commons.io.input.ClosedInputStream.read()",1,1,9,11,1
"org.apache.commons.io.input.ClosedInputStreamTest.testRead()",1,1,6,24,1
"org.apache.commons.io.input.CountingInputStream.CountingInputStream(InputStream)",1,1,8,8,1
"org.apache.commons.io.input.CountingInputStream.afterRead(int)",1,1,12,41,2
"org.apache.commons.io.input.CountingInputStream.getByteCount()",1,1,13,15,1
"org.apache.commons.io.input.CountingInputStream.getCount()",2,1,17,59,2
"org.apache.commons.io.input.CountingInputStream.resetByteCount()",1,1,15,33,1
"org.apache.commons.io.input.CountingInputStream.resetCount()",2,1,17,59,2
"org.apache.commons.io.input.CountingInputStream.skip(long)",1,1,15,60,1
"org.apache.commons.io.input.CountingInputStreamTest.CountingInputStreamTest(String)",1,1,3,8,1
"org.apache.commons.io.input.CountingInputStreamTest.testCounting()",1,1,25,360,1
"org.apache.commons.io.input.CountingInputStreamTest.testEOF1()",1,1,13,163,1
"org.apache.commons.io.input.CountingInputStreamTest.testEOF2()",1,1,8,93,1
"org.apache.commons.io.input.CountingInputStreamTest.testEOF3()",1,1,8,106,1
"org.apache.commons.io.input.CountingInputStreamTest.testLargeFiles_IO84()",1,1,28,206,3
"org.apache.commons.io.input.CountingInputStreamTest.testResetting()",1,1,12,171,1
"org.apache.commons.io.input.CountingInputStreamTest.testSkipping()",1,1,12,160,1
"org.apache.commons.io.input.CountingInputStreamTest.testZeroLength1()",1,1,7,78,1
"org.apache.commons.io.input.CountingInputStreamTest.testZeroLength2()",1,1,8,102,1
"org.apache.commons.io.input.CountingInputStreamTest.testZeroLength3()",1,1,8,112,1
"org.apache.commons.io.input.DemuxInputStream.bindStream(InputStream)",1,1,12,22,1
"org.apache.commons.io.input.DemuxInputStream.close()",1,2,15,36,2
"org.apache.commons.io.input.DemuxInputStream.read()",2,2,20,60,2
"org.apache.commons.io.input.NullInputStream.NullInputStream(long)",1,1,9,19,1
"org.apache.commons.io.input.NullInputStream.NullInputStream(long,boolean,boolean)",1,1,16,43,1
"org.apache.commons.io.input.NullInputStream.available()",3,1,16,87,3
"org.apache.commons.io.input.NullInputStream.close()",1,1,12,33,1
"org.apache.commons.io.input.NullInputStream.doEndOfFile()",2,1,15,43,2
"org.apache.commons.io.input.NullInputStream.getPosition()",1,1,8,8,1
"org.apache.commons.io.input.NullInputStream.getSize()",1,1,8,8,1
"org.apache.commons.io.input.NullInputStream.mark(int)",2,1,15,58,2
"org.apache.commons.io.input.NullInputStream.markSupported()",1,1,9,8,1
"org.apache.commons.io.input.NullInputStream.processByte()",1,1,11,8,1
"org.apache.commons.io.input.NullInputStream.processBytes(byte[],int,int)",1,1,13,10,1
"org.apache.commons.io.input.NullInputStream.read()",3,2,21,70,3
"org.apache.commons.io.input.NullInputStream.read(byte[])",1,1,15,31,1
"org.apache.commons.io.input.NullInputStream.read(byte[],int,int)",3,2,30,175,4
"org.apache.commons.io.input.NullInputStream.reset()",4,1,24,153,4
"org.apache.commons.io.input.NullInputStream.skip(long)",3,2,27,134,4
"org.apache.commons.io.input.NullInputStreamTest.NullInputStreamTest(String)",1,1,4,8,1
"org.apache.commons.io.input.NullInputStreamTest.TestNullInputStream.TestNullInputStream(int)",1,1,3,11,1
"org.apache.commons.io.input.NullInputStreamTest.TestNullInputStream.TestNullInputStream(int,boolean,boolean)",1,1,3,26,1
"org.apache.commons.io.input.NullInputStreamTest.TestNullInputStream.processByte()",1,1,4,18,1
"org.apache.commons.io.input.NullInputStreamTest.TestNullInputStream.processBytes(byte[],int,int)",1,1,7,93,2
"org.apache.commons.io.input.NullInputStreamTest.setUp()",1,1,5,11,1
"org.apache.commons.io.input.NullInputStreamTest.tearDown()",1,1,5,11,1
"org.apache.commons.io.input.NullInputStreamTest.testEOFException()",1,1,15,114,2
"org.apache.commons.io.input.NullInputStreamTest.testMarkAndReset()",1,6,44,515,6
"org.apache.commons.io.input.NullInputStreamTest.testMarkNotSupported()",1,3,19,157,3
"org.apache.commons.io.input.NullInputStreamTest.testRead()",1,3,25,343,3
"org.apache.commons.io.input.NullInputStreamTest.testReadByteArray()",1,5,39,592,5
"org.apache.commons.io.input.NullInputStreamTest.testSkip()",1,2,20,269,2
"org.apache.commons.io.input.NullReader.NullReader(long)",1,1,9,19,1
"org.apache.commons.io.input.NullReader.NullReader(long,boolean,boolean)",1,1,16,43,1
"org.apache.commons.io.input.NullReader.close()",1,1,12,33,1
"org.apache.commons.io.input.NullReader.doEndOfFile()",2,1,15,43,2
